words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
eda,2.790298347284825e-4,2938,nom tera istoria siensa-umana,la cuantia de tempo tra cual un person o organisme ia vive o un cosa ia esiste; un periodo spesifada de istoria; (en jeolojia) un divide major de tempo,age (measure of years); age,NA,edad,âge,NA,NA,NA,NA,NA,NA,NA,NA,NA,alder,Alter,NA,he: גיל; עידן,NA,NA
fada,2.790298347284825e-4,3438,ajetivo,NA,done,NA,hecho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fada,2.790298347284825e-4,3438,nom,NA,deed (past),NA,hecho (pasado),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foco,2.790298347284825e-4,3670,nom fisica util,un arde o combusta,fire; passion,NA,fuego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ild,Feuer,NA,NA,NA,NA
frase,2.790298347284825e-4,3765,nom linguistica musica,un colie de parolas,sentence; phrase (music),NA,oración,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sætning (a ord),Satz,NA,NA,NA,NA
fura,2.790298347284825e-4,3825,verbo transitiva governa,prende (la propria de un otra) sin permete o direto legal e sin la intende de redona lo,steal,NA,robar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stjæle,stehlen,NA,NA,NA,NA
fura,2.790298347284825e-4,3825,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lenio,2.790298347284825e-4,4919,nom arciteta biolojia,la materia dur e fibrosa de la tronco e ramos de un arbor o arboreta; esta preparada per usa en construi,wood,NA,madera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,træ,Holz,NA,NA,NA,NA
lenta,2.790298347284825e-4,4920,ajetivo,no rapida,slow; lingering,NA,lento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,langsom,langsam,NA,NA,NA,NA
lenta,2.790298347284825e-4,4920,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardona,2.790298347284825e-4,6553,verbo transitiva governa,sesa senti coler o odiosa a (algun) per un ofende,forgive,NA,perdonar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,undskylde,vergeben,NA,NA,NA,NA
pardona,2.790298347284825e-4,6553,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardona,2.790298347284825e-4,6553,esclama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poca,2.790298347284825e-4,6976,determinante,un cuantia peti de,few (in number),malmulta,poco,peu de,NA,:: `Poca` emphasises the smallness of the quantity. A more general way of saying _a few_ or _a little_ is `alga`.,NA,NA,NA,NA,NA,NA,NA,få,wenig,NA,NA,NA,ru: мало
poca,2.790298347284825e-4,6976,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poca,2.790298347284825e-4,6976,pronom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
presidente,2.790298347284825e-4,7185,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
presidente,2.790298347284825e-4,7185,nom,NA,president,prezidanto,presidente,président,NA,NA,NA,NA,NA,NA,NA,NA,NA,president,Präsident,NA,NA,NA,NA
reseta,2.790298347284825e-4,7562,verbo transitiva siensa-umana,oteni (un cosa) donada; bonveni formal (un visitor); developa (un maladia comunicable),receive,ricevi,recibir,recever,NA,NA,NA,NA,NA,NA,NA,NA,NA,modtage,empfangen,NA,NA,NA,NA
reseta,2.790298347284825e-4,7562,nom cosini,un ata de reseta; un serie de instruis per prepara un comeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serta,2.790298347284825e-4,8124,ajetivo filosofia,conoseda sin duta; sentida sin duta; vera sin duta; avente tota fida en un fato o esplica,certain,certa,cierto,certain,NA,NA,NA,NA,NA,NA,NA,NA,NA,sikker,sicher,NA,NA,NA,NA
serta,2.790298347284825e-4,8124,averbo,NA,certainly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solitar,2.790298347284825e-4,8401,ajetivo siensa-umana,sin otra persones o cosas presente; sin la aida o partisipa de otras; isolida o separada de otras; sin acompaniores,solitary,sola,solo,seul,NA,NA,NA,NA,NA,NA,NA,NA,NA,ensom,einsam,NA,NA,NA,NA
solitar,2.790298347284825e-4,8401,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solitar,2.790298347284825e-4,8401,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sposa,2.790298347284825e-4,8499,nom,NA,wife,edzino,esposa,femme,NA,NA,NA,NA,NA,NA,NA,NA,NA,hustru,Ehefrau,NA,NA,NA,ru: жена
supra,2.790298347284825e-4,8692,preposada,situada o estendente a un loca plu alta ca; plu alta ca (un cuantia - may be incomplete,above,super,sobre,au-dessus de,NA,NA,NA,NA,NA,NA,NA,la teto es supra la sofito; un covretota supra tua otra vestes; nosa rapidia es supra sento cilometres per ora,NA,over,ober,NA,NA,NA,над
tarda,2.790298347284825e-4,8808,ajetivo,(un cosa o aveni) pos la tempo espetada,late,NA,retrasado,tard,NA,NA,NA,NA,NA,NA,NA,NA,NA,sen,spät,NA,NA,NA,ru: поздно
tarda,2.790298347284825e-4,8808,nom,la parte final de un tempo o periodo spesifada; un person ci ariva tarda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en la tarda de la eda medieval,NA,NA,NA,NA,NA,NA,NA
temprana,2.790298347284825e-4,8895,ajetivo,aveninte o fada ante la tempo normal o espetada,early,NA,temprano,tôt,NA,NA,NA,NA,NA,NA,NA,NA,NA,tidlig,vorzeitig,NA,NA,NA,NA
temprana,2.790298347284825e-4,8895,nom,la parte prosima a la comensa de un periodo spesifada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en la temprana de 1974,NA,NA,NA,NA,NA,NA,NA
ueste,2.790298347284825e-4,9368,ajetivo tera,(un loca o parte de loca) situada en dirije a la punto do la Sol reposa a la ecuinotes; (un person,west,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ueste,2.790298347284825e-4,9368,nom,NA,west,okcidento,oeste,ouest,NA,NA,NA,NA,NA,NA,NA,NA,NA,vest,West,NA,NA,NA,NA
acorda,2.5756600128783e-4,57,verbo transitiva governa linguistica,ave la mesma opina (con algun) sur; es coerente (con alga cosa); dise ce on va (fa un ata),agree to,konsenti pri,acordar,être d'accord,NA,NA,NA,NA,NA,NA,NA,el ia acorda canta,NA,være enig,übereinstimmung,acordar,he: להסכים; להתאים,NA,NA
acorda,2.5756600128783e-4,57,nom musica linguistica,armonia de opina; un grupo de notas armoniosa cual sona en junta; un cambia a la infleta de un parola,agreement,konsento,NA,accord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הסכמה,NA,NA
animales,2.5756600128783e-4,388,nom plural,NA,animals,NA,NA,faune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בעלי חיים,NA,NA
ata,2.5756600128783e-4,731,verbo nontransitiva,es ativa; fa alga cosa; presenta un rol en un teatro o filma,act,NA,NA,agir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לפעול; לשחק (סרט,NA,NA
ata,2.5756600128783e-4,731,nom,un cosa fada; un documento legal; un divide de un teatral o simil,action,NA,acto,acte,NA,NA,NA,NA,NA,NA,NA,NA,NA,handling,Tat,NA,he: פעולה,NA,NA
avia,2.5756600128783e-4,823,nom avia,un vertebrato oviparinte con sangue calda,bird,NA,ave,oiseau,NA,NA,NA,NA,NA,NA,NA,NA,NA,fugl,Vogel,NA,he: ציפור,NA,NA
boteca,2.5756600128783e-4,1237,nom arciteta,un construida en cual on vende cosas a la popla,shop,NA,tienda,boutique,NA,NA,NA,NA,NA,NA,NA,NA,NA,forretning,Laden,NA,he: חנות,NA,NA
broma,2.5756600128783e-4,1293,verbo transitiva siensa-umana,dise (un cosa comica) per causa rie,joke,NA,NA,plaisanter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתבדח,NA,NA
broma,2.5756600128783e-4,1293,nom,NA,joke,NA,NA,plaisanterie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בדיחה,NA,NA
clima,2.5756600128783e-4,1818,nom tera,la state de la atmosfera en un rejion a un tempo o periodo spesifada,climate,NA,tiempo,temps,NA,NA,NA,NA,NA,NA,NA,NA,NA,vejr,Wetter,NA,אקלים,NA,NA
colpa,2.5756600128783e-4,1932,verbo transitiva,contata rapida e fortiosa (un person o cosa),hit,NA,golpear,frapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,sparke,schlagen,NA,he: להכות,NA,NA
colpa,2.5756600128783e-4,1932,nom,NA,hit,NA,golpe,coup,NA,NA,NA,NA,NA,NA,NA,NA,NA,slag,Schlag,NA,he: מכה,NA,NA
completa,2.5756600128783e-4,1979,ajetivo,con tota partes nesesada o conveninte; intera; finida,complete,NA,completo,complet,NA,NA,NA,NA,NA,NA,NA,NA,NA,hel,ganz,NA,he: שלם,NA,NA
completa,2.5756600128783e-4,1979,averbo,NA,completely,NA,NA,complètement,NA,NA,NA,NA,NA,NA,NA,NA,NA,helt,NA,NA,he: לגמרי,NA,NA
completa,2.5756600128783e-4,1979,nom,un cosa completa; un colie de vestes de la mesma stofa,whole; suit,NA,NA,complet (vêtement),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכלול; חליפה,NA,NA
costa,2.5756600128783e-4,2225,nom tera,la parte de la tera prosima a la mar; la borda de la tera,coast,NA,NA,côte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חוף,NA,NA
desembre,2.5756600128783e-4,2605,nom,la mense des-du de la calendario gregorian,December,NA,NA,décembre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דצמבר,NA,NA
deutx,2.5756600128783e-4,2638,ajetivo,NA,German,NA,NA,allemand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גרמני,NA,NA
deutx,2.5756600128783e-4,2638,nom demonim,NA,German (person,NA,NA,Allemand (personne),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: גרמני (אדם),NA,NA
disputa,2.5756600128783e-4,2766,verbo transitiva filosofia,discute (alga cosa) sur cual on no acorda,dispute,NA,NA,se disputer au sujet de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להתווכח,NA,NA
disputa,2.5756600128783e-4,2766,nom,NA,dispute,NA,discusión,dispute,NA,NA,NA,NA,NA,NA,NA,NA,NA,argument,Streit,NA,he: ויכוח,NA,NA
fio,2.5756600128783e-4,3579,nom,un person mas en relata a sua jenitores; un enfante mas,son,NA,hijo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,søn,Sohn,NA,NA,NA,NA
fria,2.5756600128783e-4,3783,ajetivo fisica,con temperatur relativa basa,cold,NA,frío,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kold,kalt,NA,NA,NA,NA
fria,2.5756600128783e-4,3783,nom,NA,cold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
governa,2.5756600128783e-4,4039,verbo transitiva governa,maneja la politica,govern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
governa,2.5756600128783e-4,4039,nom,NA,government,NA,gobierno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regering,Regierung,NA,NA,NA,NA
grave,2.5756600128783e-4,4073,ajetivo medica,(un feri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
idea,2.5756600128783e-4,4250,nom filosofia siensa-umana,un pensa,idea,ideo,idea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ide,Idee,NA,NA,NA,NA
imperor,2.5756600128783e-4,4341,nom,NA,emperor,imperiestro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inonda,2.5756600128783e-4,4428,verbo transitiva tera informatica,covre o sumerji (un loca) con acua; (metafor) fa ce (algun) ave tro multe de un cosa,inundate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
inonda,2.5756600128783e-4,4428,nom,NA,inundation,NA,inundación,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oversvømmelse,Flut,NA,NA,NA,NA
intelijente,2.5756600128783e-4,4454,ajetivo siensa-umana,capas de oteni e aplica la sabe; capas de comprende,intelligent,NA,inteligente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intelligent,intelligent,NA,NA,NA,NA
jala,2.5756600128783e-4,4655,ajetivo color,con color entre verde e orania en la spetro,yellow,NA,amarillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gul,gelb,NA,NA,NA,NA
jala,2.5756600128783e-4,4655,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malada,2.5756600128783e-4,5201,ajetivo medica,no sana; con mal state de corpo o mente,sick,NA,enfermedad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malada,2.5756600128783e-4,5201,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
menti,2.5756600128783e-4,5438,verbo transitiva siensa-umana,espresa o intende (un declara falsa),lie,NA,mentir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lyve,lügen,NA,NA,NA,NA
menti,2.5756600128783e-4,5438,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mera,2.5756600128783e-4,5444,ajetivo,asentuante ce un person o cosa es peti o nonimportante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nos es mortales mera; la pensa mera de comeda ia repulsa el,NA,NA,NA,NA,NA,NA,NA
mera,2.5756600128783e-4,5444,averbo,no plu ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,la sona ia es mera la tona,NA,NA,NA,NA,NA,NA,NA
merveliosa,2.5756600128783e-4,5463,ajetivo,NA,marvelous|ll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mi,2.5756600128783e-4,5520,nom musica,la nota tre de la scala de C major,mi (musical note),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mur,2.5756600128783e-4,5831,nom arciteta,un lado vertical de un construida o sala; un strutur vertical e continuante de brices o petras cual ensirca o divide un area de tera; alga cosa usada como un parador per proteje o restrinje,wall; bulkhead (ship),NA,pared,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,væg,Wand,NA,NA,NA,NA
ne,2.5756600128783e-4,5911,nom musica,un flauta de Asia sude-ueste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
negra,2.5756600128783e-4,5931,ajetivo color,con la color la plu oscur,black,NA,negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sort,schwartz,NA,NA,NA,NA
negra,2.5756600128783e-4,5931,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nucleal,2.5756600128783e-4,6071,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
odia,2.5756600128783e-4,6114,verbo transitiva siensa-umana,senti forte un antipatia o nongusta contra (un person o cosa),hate,NA,odiar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hade,hassen,NA,NA,NA,NA
odia,2.5756600128783e-4,6114,nom,NA,odium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otras,2.5756600128783e-4,6379,pronom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ovo,2.5756600128783e-4,6388,nom biolojia,un ojeto ronda o oval,egg,NA,huevo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,æg,Ei,NA,NA,NA,NA
partisipa,2.5756600128783e-4,6580,verbo nontransitiva siensa-umana,es envolveda en un ata o aveni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
partisipa,2.5756600128783e-4,6580,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
permete,2.5756600128783e-4,6740,verbo transitiva governa,dona autori o acorda a (algun) per fa alga cosa; no preveni o proibi,permit,NA,permitir,NA,NA,NA,NA,NA,NA,NA,NA,me permete ce tu reposa; me permete tu a reposa; me permete un reposa a tu,NA,lade,erlauben,NA,NA,NA,NA
permete,2.5756600128783e-4,6740,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plora,2.5756600128783e-4,6955,verbo transitiva siensa-umana,produi larmas,cry,plori,llorar,pleurer,NA,NA,NA,NA,NA,NA,NA,NA,NA,græde,weinen,NA,NA,NA,NA
plora,2.5756600128783e-4,6955,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porte,2.5756600128783e-4,7118,nom arciteta,un peso de lenio,door,pordo,puerta,porte,NA,NA,NA,NA,NA,NA,NA,NA,NA,dør,NA,NA,NA,NA,ru: дверь
simil,2.5756600128783e-4,8237,ajetivo,semblante; con la mesma aspeta; en la mesma familia; relatada a,similar,simila,similar,semblable,NA,NA,NA,NA,NA,NA,NA,NA,NA,lignende,ähnlich,NA,NA,NA,NA
simil,2.5756600128783e-4,8237,averbo,NA,similarly,simile,similarmente,de même,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ähnlich,NA,NA,NA,ru: сходным образом
supramercato,2.5756600128783e-4,5446,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aseta,2.361021678471775e-4,657,verbo transitiva,reseta volente (un cosa); responde positiva a (un ofre); permete ce (un person) entra o partisipa; bonveni (algun); crede o comensa crede ce (un opina o esplica) es valida o coreta,accept,NA,aceptar,accepter,NA,NA,NA,NA,NA,NA,NA,NA,NA,acceptere,annehmen,NA,he: לקבל; להסכים,NA,NA
aseta,2.361021678471775e-4,657,nom,NA,acceptance,NA,NA,acceptation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קבלה,NA,NA
basa,2.361021678471775e-4,963,ajetivo,con poca estende a supra; situada prosima a la tera o otra funda; (un parte) situada su la loca tipal; con grado o prestijia min ca la majoria; (un tono) con frecuentia peti; (acua o un vale) no profonda; (un person) desplasente,low (position); lower (part); short (height); shallow (depth); deep (tone); low,NA,bajo,bas; grave (voix); peu profond,NA,NA,NA,NA,NA,NA,NA,NA,NA,lav,niedrig; seicht,NA,he: (צליל או מיקום) נמוך; רדוד; שפל,NA,NA
basa,2.361021678471775e-4,963,nom,NA,bottom,NA,NA,bas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תחתית,NA,NA
calda,2.361021678471775e-4,1423,ajetivo,con grado alta de temperatur,hot,NA,caliente,chaud,NA,NA,NA,NA,NA,NA,NA,NA,NA,varm,hitzig,quente,he: חם,NA,NA
capital,2.361021678471775e-4,1526,ajetivo governa mone,NA,capital (city,NA,NA,capital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עיר בירה; הון; (אדריכלות) כותרת,NA,NA
capital,2.361021678471775e-4,1526,nom governa mone arciteta,la site la plu importante en un pais o rejion,capital (city,NA,NA,capitale (ville); capital (économie); chapiteau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עיר בירה; הון; (אדריכלות) כותרת,NA,NA
comeda,2.361021678471775e-4,1948,nom,NA,food,NA,alimento,nourriture,NA,NA,NA,NA,NA,NA,NA,NA,NA,mad,Essen,NA,he: מצרך (מזון),NA,NA
conteni,2.361021678471775e-4,2089,verbo transitiva util,ave o teni (un person o cosa) en se,contain,NA,contener,contenir,NA,NA,NA,NA,NA,NA,NA,NA,NA,indeholde,enthalten,NA,he: להכיל,NA,NA
crise,2.361021678471775e-4,2333,nom siensa-umana,un tempo de difisilia,crisis,NA,NA,crise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משבר,NA,NA
declara,2.361021678471775e-4,2534,verbo transitiva,dise (alga cosa) en un modo asentuada e seria,declare,NA,NA,déclarer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,להצהיר,NA,ru: объявлять
declara,2.361021678471775e-4,2534,nom,NA,statement,NA,NA,déclaration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,הצהרה,NA,ru: объявление
dio,2.361021678471775e-4,2717,nom relijio mitolojia,(en alga relijios) un spirito supraumana,god,NA,dios,dieu,NA,NA,NA,NA,NA,NA,NA,NA,NA,gud,Gott,NA,he: אלוהים,NA,NA
dudes,2.361021678471775e-4,2600,determinante,NA,twenty,NA,NA,vingt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עשרים,NA,NA
dudes,2.361021678471775e-4,2600,ajetivo,NA,twentieth (ordinal),NA,NA,vingtième (ordinal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: העשרים (סידורי),NA,NA
esperia,2.361021678471775e-4,3309,verbo transitiva siensa-umana,encontra o sufri (un aveni); senti (un emosia),experience,NA,experimentar (sentir),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,opleve,erfahren,NA,NA,NA,NA
esperia,2.361021678471775e-4,3309,nom,NA,experience,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
futbal,2.361021678471775e-4,3842,nom sporte,un sporte juada par du ecipos de 11 juores,football,NA,fútbol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fodbold,Fussball,NA,NA,NA,NA
grasias,2.361021678471775e-4,4070,esclama plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
i,2.361021678471775e-4,4211,simbol,la letera nove de la alfabeta roman,i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
i,2.361021678471775e-4,4212,esclama,espresante un teme subita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
intende,2.361021678471775e-4,4455,verbo transitiva siensa-umana,ave (un resulta) como la gol o ojeto de un projeta o scema o atas jeneral; (un usa de un parola) vole indica (un sinifia),intend,NA,tener intención de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,have i sinde,beabsichtigen,NA,NA,NA,NA
intende,2.361021678471775e-4,4455,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
invia,2.361021678471775e-4,4498,verbo transitiva siensa-umana,desira ave (un poseseda o otra cualia valuada) de un otra person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
invia,2.361021678471775e-4,4498,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lete,2.361021678471775e-4,4940,nom biolojia cosini,un licuida blanca,milk,NA,leche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mælk,Milch,NA,NA,NA,NA
longo,2.361021678471775e-4,5094,preposada,movente o estendente en un dirije constante sur o paralel a - may be incomplete,along,laŭ,NA,le long de,NA,NA,NA,NA,NA,NA,NA,la folias flota longo la rio; un arania rampe longo mea gama,NA,NA,NA,NA,NA,NA,NA
nomi,2.361021678471775e-4,6033,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,on nomi esta forma un esagon,NA,NA,NA,NA,NA,NA,NA
oserva,2.361021678471775e-4,6314,verbo transitiva,persepi (alga cosa) e rejistra lo como sinifiante; regarda atendente (un person o cosa); segue (un obliga sosial,observe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bemærke,NA,NA,NA,NA,NA
oserva,2.361021678471775e-4,6314,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
posible,2.361021678471775e-4,7127,ajetivo filosofia,capas de es fada par algun o alga cosa; capas de aveni; capas de deveni,possible,ebla,posible,possible,NA,NA,NA,NA,NA,NA,NA,NA,NA,mulig,möglich,NA,NA,NA,NA
posible,2.361021678471775e-4,7127,averbo,NA,possibly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,måske,vielleicht,NA,NA,NA,NA
posible,2.361021678471775e-4,7127,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
senta,2.361021678471775e-4,8068,verbo nontransitiva,es en o move a un posa en cual sua pesa es suportada par sua posterior e sua dorso es cuasi vertical,sit,sidi,sentar(se),asseoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,sidde,sitzen,NA,NA,NA,ru: сидеть
senta,2.361021678471775e-4,8068,verbo transitiva,NA,seat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
seria,2.361021678471775e-4,8107,ajetivo siensa-umana,(un person) conduinte en modo pensosa,serious,serioza,serio,sérieux,NA,NA,NA,NA,NA,NA,NA,NA,NA,seriøs,ernst,NA,NA,NA,NA
seria,2.361021678471775e-4,8107,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sinifia,2.361021678471775e-4,8272,verbo transitiva linguistica,intende indica o refere a (un cosa o idea spesifada); vole dise; (un parola) es definida como,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sinifia,2.361021678471775e-4,8272,nom,NA,meaning,NA,significado,signification,NA,NA,NA,NA,NA,NA,NA,NA,NA,betydning,Sinn,NA,NA,NA,NA
sinistra,2.361021678471775e-4,8273,ajetivo,a,left (not right); port,maldekstra,izquierda,guache,NA,NA,NA,NA,NA,NA,NA,NA,NA,venstre (-hånd),linke,NA,NA,NA,ru: левый
sinistra,2.361021678471775e-4,8273,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
