word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
zambian,ajetivo,NA,Zambian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eutanasia,nom,NA,euthanasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
transita,verbo transitiva astronomia,(un planeta o luna) traversa la fas de (la Sol o un planeta),transit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zen,nom relijio,un varia de budisme de Nion,Zen,zeno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cultur,nom siensa-umana,la abituas,culture,NA,cultura,culture,NA,NA,NA,NA,NA,NA,NA,NA,NA,kultur,Kultur,NA,he: תרבות,NA,NA
idealiste,nom,NA,idealist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trol,nom mitolojia,un organisme mital,troll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
contaminante,nom,NA,contaminant,NA,NA,polluant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (חומר) מזהם,NA,NA
narcotica,nom,NA,narcotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no,conjunta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,me vole esta,NA,NA,NA,NA,NA,NA,NA
contrasta,nom,NA,contrast,NA,NA,contraste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ניגוד,NA,NA
armonica,nom musica,un strumento peti e retangulo con un linia de anxas metal,harmonica,NA,NA,harmonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הרמוניקה,NA,NA
justa,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teritorial,ajetivo,NA,territorial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
detrivor,nom,NA,detrivore,NA,NA,détritivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוכל רקב,NA,NA
inventa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tableta,nom,NA,tablet,NA,tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
epidemica,nom,NA,epidemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vota,verbo nontransitiva governa,indica formal un eleje entre du o plu persones o atas posible,vote,NA,votar,voter,NA,NA,NA,NA,NA,NA,NA,NA,NA,stemme,wählen,NA,NA,NA,NA
turna,verbo nontransitiva,move a un dirije nova,turn (to face a new direction); revolve,turniĝi,torcer,tourner,NA,`Jira` refere a un move cual continua a multe veses,jira,NA,NA,NA,NA,la parlor turna dramosa,NA,dreje,drehen,NA,NA,NA,NA
o,simbol,la letera 15 de la alfabeta roman,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
antidiabetica,nom medica,un medisin per combate diabete,antidiabetic,NA,NA,antidiabétique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תרופה לטיפול בסוכרת,NA,NA
acrostica,nom,un testo en cual la leteras,acrostic,NA,NA,acrostiche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקרוסטיכון,NA,NA
baterial,ajetivo,NA,bacterial,NA,NA,bactérien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חיידקי,NA,NA
edita,nom,NA,editing; edit,NA,NA,édition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עריכה; מהדורה,NA,NA
transplanta,nom,NA,transplantation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o,esclama,espresante surprende; (en leteratur anticin) introduinte la nom de la person a cual on parla,oh; O (vocative),ho,oh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arminian,ajetivo relijio,pertinente a la prinsipes e credes de Jacobus Arminius (1560-1609),Arminian,NA,NA,arminien,NA,NA,NA,de Jacobus Arminius,NA,NA,NA,NA,NA,NA,NA,NA,he: ארמיניאני,NA,NA
canin,ajetivo,NA,canine,NA,NA,canin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כלבי,NA,NA
confida,verbo transitiva,dona (un ojeto) a algun e fida ce el va proteje lo; dise (un secreta) a algun e fida ce el no va repete lo a otra persones,confide,NA,confiar,avoir confiance en,NA,NA,NA,NA,NA,NA,NA,el ia confida a me ce la compania es cuasi bancarota,NA,stole på,trauen,NA,he: לספר,NA,NA
egoiste,ajetivo,NA,selfish,NA,NA,égoïste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אגואיסטי,NA,NA
epica,nom,NA,epic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ozon,nom cimica,un gas nonstable,ozone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rola,verbo nontransitiva,move en un dirije spesifada par turna a un ves o repetente sur sua ase; (un avion) move lenta sur la tera ante enaira o pos atera; cade subita,roll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
finansial,ajetivo,NA,financial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dulsimer,nom musica,un strumento de cordetas,dulcimer,NA,NA,dulcimer (instrument de musique),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דולצימר,NA,NA
anticoagulante,nom medica,un medisin per preveni la coagula de la sangue,anticoagulant,NA,NA,anticoagulant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: נוגד קרישה,NA,NA
jeneral,ajetivo,pertinente a un jenero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rosa,nom planta,un arboreta cual produi tipal flores bonodorosa roja,rose,rozo,rosal,rose,NA,NA,NA,NA,Rosa,NA,NA,NA,NA,rose,Rose,NA,NA,NA,NA
computa,verbo transitiva informatica,calcula (un cuantia); solve (un problem) par usa un computador,compute,NA,NA,utiliser un ordinateur pour calculer (quelque chose),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לחשב (באמצעות מחשב),NA,NA
animiste,ajetivo,NA,animist,NA,NA,animiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אנימיסט,NA,NA
fosil,nom biolojia tera,la restas o impresa de un organisme preistorial,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
impresa,nom,NA,impression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burcina Faso,nom jeografial,un pais sin costa en Africa ueste,Burkina Faso,Burkino,NA,Burkina Faso,Ouagadougou,NA,NA,NA,NA,NA,NA,NA,NA,Burkina Faso,Burkina Faso,NA,בורקינה פאסו,NA,ru: Буркина-Фасо
troglodite,nom siensa-umana avia,un person ci abita un cava,troglodyte,NA,NA,NA,NA,NA,NA,NA,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
avial,ajetivo,NA,avian,NA,NA,aviaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לציפורים,NA,NA
buldozer,nom,un trator potiosa con bandas erugin e un lama larga,bulldozer,NA,NA,bulldozer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דחפור,NA,NA
tacle,verbo transitiva sporte,(en rugbi e futbal american) para la move de (la juor ci posese la bal) par saisi el e forsa el a la tera; (en futbal internasional) atenta prende la bal de (un oposor) par intersepi el,tackle (sport),NA,placar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buncer,nom arciteta,un refujeria suteran e fortida,bunker,NA,NA,bunker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בונקר,NA,NA
bermudan,nom demonim,NA,Bermudan,NA,NA,Bermudien (personne),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תושב איי ברמודה,NA,NA
automata,ajetivo util,(un aparato o prosede) operante par se mesma,automated,NA,automático,automatique,NA,NA,NA,de elinica autos (me mesma),NA,NA,NA,NA,NA,automatisk,automatisch,NA,he: אוטומטי,NA,NA
flirta,nom,NA,flirtation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europa,nom jeografial,un continente en la emisfera norde,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cormoran,nom avia,un avia tufante grande,cormorant,NA,NA,cormoran,NA,NA,NA,NA,Phalacrocoracidae,NA,NA,NA,NA,NA,NA,NA,he: קורמורן (ציפור),NA,NA
saudi,ajetivo demonim,pertinente a Arabia Saudi,Saudi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לסעודיה,NA,NA
fluorocarbono,nom cimica,un composada formida par sustitui atomes de fluor per un o plu de la atomes de idrojen en un idrocarbono,fluorocarbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crema catalan,nom,NA,crema catalana,NA,NA,crème catalane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קרמה קטלנה,NA,NA
matur,ajetivo biolojia,completa developada; adulte; capas de reprodui; (fruta,mature,NA,maduro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,voksen,reif,NA,NA,NA,NA
androide,nom,un robot cual sembla un umana,android,NA,NA,androïde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אנדרואיד,NA,NA
coere,nom,NA,coherence,NA,NA,cohésion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עקביות,NA,NA
regrete,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adora,verbo transitiva relijio,mostra onora a (un dio); ama forte,adore,adori,NA,adorer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להעריץ,NA,NA
a,simbol,la letera prima de la alfabeta roman,a,NA,a,a (lettre de l'alphabet),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: האות הראשונה באלפבית הלטיני,NA,NA
tende,nom,NA,tendency,NA,tendencia,tendance,NA,NA,NA,NA,NA,NA,NA,NA,NA,tendens,Tendenz,NA,NA,NA,NA
colombian,ajetivo,NA,Colombian,NA,NA,colombien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קולומביאני,NA,NA
ecosistem,nom biolojia,un comunia biolojial de organismes interatante e sua ambiente fisical,ecosystem,NA,NA,écosystème,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מערכת אקולוגית,NA,NA
clar,averbo,NA,clearly,NA,NA,clairement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בברור,NA,NA
maa,esclama onomatopea,la sona fada par un ovea o capra,baa,NA,NA,NA,NA,NA,bala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reportor,nom,NA,reporter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vagabon,nom siensa-umana,un person ci vaga de un loca a un otra sin propre casa o emplea,vagabond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gradal,ajetivo,NA,gradual,NA,gradual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
basalto,nom tera,un roca volcanal negra con particulas pico,basalt,NA,NA,basalte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בזלת,NA,NA
cardiotonica,ajetivo medica,aidante la cor,cardiotonic,NA,NA,cardiotonique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחזק פעילות הלב,NA,NA
esurban,nom,NA,exurbanite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
divideda,ajetivo,NA,divided,NA,NA,divisé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחולק,NA,NA
brigantin,nom veculo,un barcon de vela con du mastos,brigantine,NA,NA,brigantine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בריגנית (ספינה בעלת שני תרנים),NA,NA
pila,nom,NA,pile,NA,pila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stak,Haufen,NA,NA,NA,NA
condensa,nom,NA,condensation (action),NA,NA,condensation (action),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עיבוי,NA,NA
serie,nom,un cuantia de cosas,series,serio,serie,série,NA,NA,NA,NA,NA,NA,NA,NA,NA,serie,Reihe,NA,NA,NA,NA
vibrador,nom,NA,vibrator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imperal,ajetivo,NA,imperial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
consuma,nom,NA,consumption,NA,NA,consommation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צריכה,NA,NA
bastardo,nom governa,(istorial) un person con jenitores nonsposida con lunlotra; (insultante) un person nonplasente o despetada,bastard,NA,NA,bâtard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ממזר,NA,NA
intende,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acronim,ajetivo linguistica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
futur,ajetivo filosofia,a un tempo plu tarda ca la momento de parla o scrive,future,NA,futuro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fremtid,Zukunft,NA,NA,NA,NA
benzodiazepina,nom cimica medica,cualce de alga composadas organica eterosiclal,benzodiazepine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fijian,ajetivo,NA,Fijian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tubo,nom util,un silindre longa e vacua de metal,tube,NA,tubo,tube,NA,NA,NA,NA,NA,NA,NA,NA,NA,rør,Rohr,NA,NA,NA,NA
halux,nom anatomia medica,la diton de la pede,hallux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dopamina,nom cimica medica,un composada presente en la corpo como un neurotransmetador e como un presedente de otra composadas incluinte epinefrina,dopamine,NA,NA,dopamine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דופמין,NA,NA
antibaterial,nom,NA,antibacterial,NA,NA,antibiotique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אנטיביוטיקה,NA,NA
uergeld,nom istoria siensa-umana,la valua de alga cosa en la leges de la germanicas antica,wergeld,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trapi,verbo transitiva,NA,trap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
biblial,ajetivo,NA,biblical,NA,NA,biblique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תנכי,NA,NA
improvisa,verbo transitiva arte,crea e presenta (un obra) en modo spontan o sin prepara; construi (un cosa) de la materias cual es acaso disponable,improvise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tigre,nom mamal,un gato multe grande,tiger,NA,tigre,tigre,NA,NA,NA,NA,Panthera tigris,NA,NA,NA,NA,tiger,Tiger,NA,NA,NA,NA
trampolin,nom sporte,un telon forte juntada par molas a un strutur,trampoline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
federaliste,nom,NA,federalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
etical,ajetivo,NA,ethical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
facir,nom relijio,un astenor muslim o indu ci survive sola par carita,fakir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
deiste,nom,NA,deist,NA,deísta,déiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דאיסט,NA,NA
diabetica,ajetivo,NA,diabetic,NA,NA,diabétique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סוכרתי,NA,NA
erudita,ajetivo,avente o mostrante sabes detaliosa sur sujetos academial,erudite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recompensa,verbo transitiva mone,paia (algun) per sua perde o sufri; paia (algun) per sua labora,recompense,rekompenci,recompensar,récompenser,NA,NA,NA,NA,NA,NA,NA,NA,NA,belønne,belohnen,NA,NA,NA,NA
posanal,ajetivo,NA,postanal,NA,NA,postanal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שנמצא אחרי פי הטבעת,NA,NA
pila,verbo transitiva,colie (cosas) par pone la un sur la otra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
convulsa,nom,NA,convulsion,NA,NA,convulsion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פרכוס,NA,NA
torax,nom anatomia,la parte de la corpo de un mamal entre la colo e la adomen; la parte simil de otra vertebratos; la parte media de la corpo de un inseto,thorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalmasia,nom jeografial,un rejion antica corespondente a un parte de Corvatsca moderna,Dalmatia,NA,Dalmacia,Dalmatie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,דלמטיה (אזור),NA,ru: Далмация (историческая область на северо-западе Балканского полуострова
Guiana,nom jeografial,un pais a la costa norde-este de America Sude,Guyana,NA,NA,NA,Georgetown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
episcopalian,ajetivo relijio,pertinente a ramos de cristianisme cual promove governa par bispos,Episcopalian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no,nom arte,un forma de drama tradisional de Nion con musica e dansa e atores mascida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
arma,nom util,un cosa desiniada o usada per feri corpos o causa otra dana fisical,weapon,NA,arma,arme,NA,NA,NA,NA,NA,NA,NA,NA,NA,våben,Waffe,arma,he: נשק,NA,NA
economiste,nom,NA,economist,NA,NA,économiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כלכלן,NA,NA
doci,verbo transitiva,NA,dock,NA,NA,mettre à quai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לעגון,NA,NA
ave,verbo transitiva,posese,have,NA,tener (poseer,avoir,NA,:: `Ave` does not mean _have_ as in _you have done well_ (`tu ia fa bon`) or _having eaten,NA,NA,NA,NA,NA,NA,NA,have,haben,NA,he: להיות בעל דבר או תכונה,NA,NA
deriva,verbo transitiva,NA,derive,NA,derivar,dériver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (מתמטיקה,NA,NA
impulsa,nom,un ata de impulsa,impulse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ivorian,ajetivo,NA,Ivorian,NA,NA,ivoirien,NA,NA,Costa de Ivor,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: של חוף השנהב,NA,NA
aligator,nom retil,un retil grande e semiacual,alligator,NA,NA,alligator,NA,NA,NA,NA,Alligator,NA,NA,NA,NA,NA,NA,NA,he: תנין,NA,NA
crema,nom,un licuida densa,cream,NA,crema,crème,NA,NA,NA,NA,NA,NA,NA,NA,NA,fløde,Sahne,NA,he: קרם,NA,NA
paralel,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
detrivor,ajetivo biolojia,(un organisme) cual come detrito,detrivorous,NA,NA,détritivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אוכל רקב,NA,NA
oculiste,nom,NA,oculist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
impedi,nom,NA,blockade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
distribuor,nom,un ajente ci furni benes a botecas,distributor,NA,NA,distributeur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מפיץ,NA,NA
ral,nom avia,un avia con plumas gris e brun,rail,NA,NA,NA,NA,NA,NA,NA,Rallidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foresti,verbo transitiva,NA,forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
catatonica,ajetivo,NA,catatonic,NA,NA,catatonique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קטטוניה,NA,NA
trimestre,nom,un periodo de tre menses; la periodo tre de ensintia,trimester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
italian,nom,NA,Italian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dependente,ajetivo,NA,dependent,NA,NA,dépendant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תלוי,NA,NA
tubos,nom plural,NA,tubes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dilata,nom,NA,dilation,NA,NA,dilatation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (רפואה) התרחבות,NA,NA
eureca,esclama,espresante joia o sasia a un trova o descovre,eureka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vaso,nom util,un contenador,vase,vazo,olla,pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,potte,Gefäß,NA,NA,NA,ru: горшок
portafolio,nom verbo-nom,un contenador plata per paperes nonfisada; un contenador plu profonda e con manico,portfolio,teko,cartera,serviette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mappe,NA,NA,NA,ru: портфель
ecuadoran,ajetivo,NA,Ecuadoran,NA,NA,équatorien,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אקוודורי,NA,NA
cateter,nom util medica,un tubo flexable cual on pote introdui tra un abri streta a un caveta de corpo,catheter,NA,NA,cathéter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קתטר,NA,NA
mone,nom mone,un media de intercambia cual ave la forma de pesos de metal impresada o paperes prometente de un banco sentral,money,NA,dinero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,penge,Geld,NA,NA,NA,NA
cosovan,ajetivo,NA,Kosovan,NA,NA,kosovar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוסובני,NA,NA
deterministe,ajetivo,NA,deterministic,NA,NA,déterministe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דטרמיניסטי,NA,NA
vomita,nom medica,materia ejetada de la stomaco tra la boca,vomit,NA,vomitar,vomir,NA,NA,NA,NA,NA,NA,NA,NA,NA,kaste op,sich erbrechen,NA,NA,NA,NA
sadiste,nom,NA,sadist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crusador,nom,NA,crusader,NA,NA,croisé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: צלבן; פעיל במאבק חברתי,NA,NA
dualiste,nom,NA,dualist,NA,NA,dualiste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דואליסט,NA,NA
implanta,verbo transitiva biolojia medica,introdui (un cosa) en la corpo de un organisme,implant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solitar,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiuan,nom jeografial,un isola e pais a lado de la costa de Jonguo norde-este,Taiwan,NA,Taiwán,NA,Taipei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
disolve,verbo nontransitiva cimica,(un solida) misca con un licuida e deveni un parte de lo; (metafor) fonde o desintegra,dissolve,NA,disolver,dissoudre,NA,NA,NA,NA,NA,NA,NA,NA,NA,opløse,auflösen,NA,he: להתמוסס; להתפזר,NA,NA
eroticas,nom plural,NA,erotica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cultiste,nom,NA,cultist,NA,NA,adepte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חבר בכת,NA,NA
responde,verbo transitiva,dise (alga cosa) como un reata a la dise o demanda de un otra person,respond,respondi,responder,répondre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,antworten,NA,NA,NA,ru: отвечать
fortuna,nom siensa-umana mitolojia,la acasia,fortune,NA,suerte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chance,Zufall,NA,NA,NA,NA
arbitraje,nom governa,la compra e vende simultan de titulos,arbitrage,NA,NA,arbitrage (économie),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ארביטראז',NA,NA
asian,ajetivo demonim,NA,Asian,NA,NA,asiatique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אסיאתי,NA,NA
cosmetica,nom,NA,cosmetic,NA,NA,cosmétique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוסמטיקה,NA,NA
developa,nom,NA,development,NA,NA,développement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: התפתחות,NA,NA
