word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru,word_id,sim
lumina ultravioleta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5116,NA
sfera,nom,NA,sphere,sfero,esfera,sphère,NA,NA,NA,NA,NA,NA,NA,NA,NA,kugle,Kugel,NA,NA,NA,NA,8159,NA
infeta,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4401,NA
cilometre,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5512,NA
agar,nom biolojia cosini,un materia jelatin de alges,agar,NA,NA,agar-agar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אגאר,NA,NA,138,NA
loca,verbo transitiva,pone (un person o cosa) en un area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5065,NA
diagnosiste,nom,NA,diagnostician,NA,NA,diagnostiqueur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מאבחן,NA,NA,2656,NA
desonci,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6199,NA
nara,verbo transitiva arte,reporta sur (avenis real o imajinada),narrate,NA,narrar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5881,NA
unida,averbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9407,NA
punto pedante,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7358,NA
noturna,nom arte musica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6058,NA
moscete,nom util,un fusil lejera de antecarga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5756,NA
delegada,ajetivo,NA,delegated,NA,NA,délégué,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,מואצל,NA,ru: делегированный,2553,NA
estetical,ajetivo,NA,esthetic|aesthetic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333,NA
pari,verbo transitiva biolojia,(un madre) fa ce sua bebe nase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6558,NA
micronesian,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5541,NA
septo,nom anatomia medica,un divide entre du cambras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8092,NA
sample tipal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7824,NA
omeostase,nom biolojia,la tende a un ecuilibra relativa stable entre cosas interdependente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6174,NA
enemia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3120,NA
campa avansada,nom,NA,advanced camp,NA,NA,avant-poste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מוצב; מאחז,NA,NA,1469,NA
betel,nom planta,un planta trepante e perene de Asia,betel (plant,NA,NA,bétel (plante),NA,NA,NA,NA,Piper betle,NA,NA,NA,NA,NA,NA,NA,he: פלפל הודי,NA,NA,1055,NA
ipoteca,verbo transitiva mone,ofre (propria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4576,NA
vatican,ajetivo relijio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9546,NA
nonsincrona,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8256,NA
testosterona,nom medica,un ormon steroide cual promove la developa e manteni de cualias mas de la corpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8963,NA
voior,nom siensa-umana,un person ci deriva plaser sesal de oserva otras cuando los es nuda o copulante; un person ci deriva plaser de oserva la dole o angusa de otras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9700,NA
tuita,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9278,NA
polifonia,nom musica,un stilo de musica cual combina simultan partes diversa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7003,NA
creve de cor,nom,NA,heartbreak,NA,NA,peine d'amour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שברון לב,NA,NA,2302,NA
campo de gera,nom,NA,battlefield,NA,NA,champ de bataile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שדה קרב,NA,NA,1480,NA
casa de locos,nom,NA,madhouse,NA,NA,asile de fous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בית משוגעים,NA,NA,1634,NA
teme,verbo transitiva,senti ce (un person o cosa) es perilosa,fear,NA,temer,avoir peur,NA,NA,NA,NA,NA,NA,NA,NA,NA,frygte,fürchten,NA,NA,NA,NA,8886,NA
manteni,nom,NA,maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5263,NA
burocrata,ajetivo governa,pertinente a un sistem de governa en cual la desides major es fada par ofisiores nonelejeda; (metafor) tendente usa prosedes tro formal e complicada,bureaucratic,NA,NA,bureaucrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בירוקרטי,NA,NA,1353,NA
putrida,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7375,NA
astutia,nom,NA,astuteness,NA,NA,intelligence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: פיקחות,NA,NA,727,NA
ematoma periorbital,nom medica,NA,periorbital hematoma|ae,NA,NA,œil au beurre noir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: המטומה פריאורביטלית,NA,NA,3033,NA
bujia,nom veculo,un aparato cual ensende la miscada esplodente en un motor de combusta interna,spark plug,NA,NA,bougie d'allumage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מצת,NA,NA,1323,NA
divin,ajetivo,NA,divine,NA,NA,divin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דמוי אל,NA,NA,2795,NA
contentia,nom,NA,contentment,NA,NA,contentement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שביעות רצון,NA,NA,2090,NA
desamini,verbo transitiva,NA,unfriend,NA,NA,ne plus être ami avec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: להסיר מרשימת החברים,NA,NA,291,NA
tacicardial,ajetivo,NA,tachycardial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8740,NA
auto de xoca,nom,NA,bumper car,NA,NA,auto tamponneuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מכונית מתנגשת,NA,NA,785,NA
trinialiste,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206,NA
ametista,nom tera,un jem de cuarzo purpur o violeta,amethyst,NA,NA,améthyste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אחלמה,NA,NA,284,NA
crea,nom,NA,creation (action); genesis,NA,NA,création (action),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: יצירה,NA,NA,2284,NA
rosio,nom,gotas peti de acua cual formi sur surfases fria a note,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7714,NA
bir forte,nom,NA,stout,NA,NA,stout,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בירה כהה,NA,NA,1130,NA
despersonali,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6755,NA
ranin,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7430,NA
labirintin,ajetivo,NA,labyrinthine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4815,NA
sin vergonia,ajetivo,NA,shameless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9588,NA
rombo,ajetivo matematica,con forma cuatroladal de cual sola sua lados e angulos fasante es egal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7691,NA
bio-,prefisa tecnical,vive e organismes,bio-,NA,NA,bio- (relatif au vivant),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: (קידומת טכנית) ביו-,NA,NA,1101,NA
paternaliste,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6614,NA
teoria legal,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8920,NA
semi,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8027,NA
deslocada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5065,NA
nonarmonia,nom,NA,disharmony; incompatibility,NA,NA,disharmonie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דיסהרמוניה,NA,NA,597,NA
seronegativa,ajetivo medica,(un proba de sero de sangue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8118,NA
validia,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9507,NA
ipodermal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4564,NA
serifida,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8109,NA
Republica de Africa Sude,nom jeografial,un pais en la parte la plu sude de Africa,NA,NA,NA,NA,Pretoria,NA,Sudafrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7554,NA
arponi,verbo transitiva,NA,harpoon,NA,NA,harponner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לירות בצלצל,NA,NA,607,NA
sinifiosa,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8272,NA
plastica de vitro,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6920,NA
guianes,nom demonim,NA,Guianan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4111,NA
mestresa,nom,(istorial) un mestre fema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5482,NA
de raza miscada,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7455,NA
bileta de vade e reveni,nom,NA,round-trip ticket,NA,NA,aller-retour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כרטיס הלוך ושוב,NA,NA,1092,NA
teoria de informa,nom informatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8920,NA
sin sela,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8005,NA
asimina,nom planta cosini,un arbor de America Norde en familia de anona,pawpaw (tree,NA,NA,papayer (arbre),NA,NA,NA,NA,Asimina,NA,NA,NA,NA,NA,NA,NA,he: פפאיה (צמח,NA,NA,676,NA
sinia de omete,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8268,NA
cliente,nom mone,un person o organiza cual compra benes o servis de un otra,client,NA,NA,client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לקוח,NA,NA,1817,NA
erica arborin,nom planta,NA,white heather,NA,NA,NA,NA,NA,NA,NA,Erica arborea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224,NA
afirma,nom,NA,affirmation,aserto,NA,affirmation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אישור,NA,NA,121,NA
copia per securia,verbo,NA,back up,NA,NA,faire une copie de sauvegarde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לגבות,NA,NA,2142,NA
solvable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8406,NA
ortxata,nom cosini,un bevida dulse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6302,NA
sanlusian,ajetivo,NA,NA,NA,NA,NA,NA,NA,San Lusia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827,NA
fronsosa,ajetivo,NA,frilly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796,NA
o,simbol,la letera 15 de la alfabeta roman,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6088,NA
ge,ajetivo siensa-umana,omosesal; pertinente a omosesales e omosesalia,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942,NA
donut,nom cosini,un torta peti e fritada de pasta dulse,doughnut,NA,NA,donut (beignet d'origine nord-américaine),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סופגניה,NA,NA,2830,NA
Babilonia,nom jeografial istoria,un rejion antica de Mesopotamia,Babylonia,NA,Babilonia,Babylonie,NA,NA,NA,NA,NA,NA,NA,NA,NA,Babylonien,NA,NA,he: בבל,NA,NA,857,NA
fangosia,nom,NA,muddiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473,NA
spara,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8446,NA
escluida,nom,NA,exile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3271,NA
txufa,nom cosini,la tuber peti,NA,NA,NA,NA,NA,NA,NA,NA,Cyperus esculentus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9346,NA
preconsidera,nom,NA,premeditation,NA,NA,préméditation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: תכנון מראש,NA,NA,2062,NA
telanjectasia,nom medica,un maladia marcada par la dilata de la capilares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8857,NA
malacusor,nom,NA,libeler|ll,kalumnianto,NA,calomniateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מוציא דיבה,NA,NA,80,NA
corsa de salta,nom sporte,NA,steeplechase,NA,NA,steeple-chase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מרוץ/ריצת מכשולים,NA,NA,2193,NA
elaman,nom,NA,Elamite,NA,NA,Élamite (personne),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: עילמי,NA,NA,2974,NA
coloni,verbo transitiva,NA,colonize|is,NA,NA,coloniser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: ליישב,NA,NA,1926,NA
glande sebosa,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7969,NA
pogrom,nom governa,un masacra organizada de un etnico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6982,NA
disiplinor,nom,NA,disciplinarian,NA,NA,discipline (fouet),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משליט משמעת,NA,NA,2756,NA
detona,verbo nontransitiva,(un bomba o simil) esplode,detonate,NA,NA,exploser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לפוצץ (פצצה),NA,NA,2632,NA
plumin,ajetivo,NA,feathery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6960,NA
aleut,nom demonim,NA,Aleut (person,NA,NA,aléoute (langue),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אלאוטי; השפה האלאוטית,NA,NA,184,NA
antilean,ajetivo demonim,NA,Antillean,NA,NA,antillais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: שקשור לאנטילים,NA,NA,432,NA
calculador,nom,NA,calculator,NA,NA,calculateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מחשבון,NA,NA,1420,NA
covreveranda,nom verbo-nom,un telon de lona o otra stofa,awning,NA,NA,store,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: סוכך,NA,NA,2264,NA
pipa de acua,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6856,NA
disco dur,nom,NA,hard disk,NA,NA,disque dur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: כונן קשיח,NA,NA,2738,NA
gurgula,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4122,NA
otodesi,nom,NA,eightieth (fraction),NA,NA,quatre-vingtième,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: חלקי שמונים,NA,NA,2600,NA
cristiani,verbo transitiva,NA,Christianize|is,NA,NA,christianiser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: לנצר,NA,NA,2338,NA
apare prima,nom,NA,first appearance,NA,debut,première apparition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הופעה ראשונה,NA,NA,467,NA
prefere,verbo transitiva siensa-umana,gusta (un cosa o person) plu ca un otra o otras; tende eleje,prefer,preferi,preferir,préférer,NA,NA,NA,NA,NA,NA,NA,NA,NA,foretrække,bevorzugen,NA,NA,NA,NA,7162,NA
labias minor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4812,NA
stereotipal,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8552,NA
mima,verbo transitiva arte,usa moves e jestis per sujesta (atas e emosias) en presentas divertinte,mime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5569,NA
zofilica,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9894,NA
enebria,verbo transitiva biolojia siensa-umana,(un droga o alcol) fa ce (algun) perde controla de sua condui e capasias,intoxicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3117,NA
farmasiste,nom,NA,pharmacist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3486,NA
depinta de persones,nom,NA,portraiture,NA,NA,portrait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אמנות ציורי דיוקן,NA,NA,2589,NA
leteral,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4941,NA
sanglota,verbo transitiva,enspira subita con la boca abrida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7836,NA
Anguila,nom jeografial,un isola e teritorio ultramar brites en la Mar Caribe,Anguilla,NA,NA,Anguilla (archipel),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: אנגווילה,NA,NA,381,NA
corente direta,nom,NA,direct current,NA,NA,courant continu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: זרם ישר,NA,NA,2158,NA
prendor,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7168,NA
divina ritual,nom,NA,divination,NA,NA,divination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: הגדת עתידות,NA,NA,2796,NA
-or,sufisa nom,ajuntada per nomi un person ci fa la ata de un verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joglor; xapor; modernor,NA,NA,NA,NA,NA,NA,NA,6236,NA
mostra,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5761,NA
osiuro,nom,un nematodo peti cual es un parasito interna de vertebratos,NA,NA,NA,NA,NA,NA,NA,NA,Enterobius vermicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6332,NA
-ite,sufisa nom medica,maladia de inflama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4625,NA
becasia,nom avia,un avia de bosces en familia de calidris,woodcock (bird),NA,NA,bécasse,NA,NA,NA,NA,Scolopax,NA,NA,NA,NA,NA,NA,NA,he: חרטומן (ציפור),NA,NA,1007,NA
broma de parolas,nom,NA,pun,NA,NA,jeu de mots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: משחק מילים,NA,NA,1293,NA
constitui,nom,NA,constitution,NA,constitución,constitution,NA,NA,NA,NA,NA,NA,NA,NA,NA,forfatning,Verfassung,NA,he: חוקה,NA,NA,2075,NA
Corse,nom jeografial,un isola montaniosa prosima a Italia,Corsica,NA,NA,Corse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קורסיקה,NA,NA,2194,NA
-lojia,sufisa nom,studia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5084,NA
contrautopial,ajetivo,NA,dystopian,NA,NA,dystopique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: דיסטופי,NA,NA,2120,NA
furnis,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3834,NA
incandesente,ajetivo,NA,incandescent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4365,NA
pH,nom cimica,un cuantia cual espresa la asidia o alcalinia de un disolve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800,NA
ben,nom mone,un cosa cual on vende o compra,item for sale; commodity,NA,NA,article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: מצרך,NA,NA,1031,NA
bombis,nom artropodo,un papilio grande de cual sua eruga texe un cocon usada per fabrica seda,silkmoth,NA,NA,bombyx,NA,NA,NA,NA,Bombyx,NA,NA,NA,NA,NA,NA,NA,he: טוואי המשי,NA,NA,1207,NA
filo lamosa,nom,NA,razor wire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3598,NA
diametre,nom matematica,un linia reta cual pasa de un lado a la otra e tra la sentro de un corpo o forma,diameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: קוטר,NA,NA,2663,NA
consuma,verbo transitiva cosini mone,come o bevi (un comeda o bevida); compra (un ben o servi); usa completa (un recurso); asorbe tota la atende e enerjia de (algun),consume,NA,consumir,consommer,NA,NA,NA,NA,NA,NA,NA,NA,NA,forbruge,verbrauchen,NA,he: לצרוך,NA,NA,2080,NA
plumosa,ajetivo,NA,feathery (full of feathers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6960,NA
rola,verbo nontransitiva,move en un dirije spesifada par turna a un ves o repetente sur sua ase; (un avion) move lenta sur la tera ante enaira o pos atera; cade subita,roll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680,NA
nonreversable,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7606,NA
formula nomin,nom,un formula de cual sua nucleo es un nom,noun phrase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3712,NA
coretable,ajetivo,NA,correctable,NA,NA,corrigeable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,he: בר-תקנה,NA,NA,2169,NA
tocelau,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9041,NA
betonica,nom planta,un planta eurasian en familia de mento,betony,NA,NA,bétoine,NA,NA,NA,NA,Stachys officinalis,NA,NA,NA,NA,NA,NA,NA,he: אשבל (צמח),NA,NA,1058,NA
la familia Braun,espresa,NA,the Brown family,NA,NA,NA,NA,On pote dise ance `la Braunes`. :: One can also speak of `la Braunes`.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3468,NA
infrastrutur,nom arciteta,la strutures fundal nesesada per la funsiona de un sosia o emprendes (construidas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4418,NA
odori,verbo nontransitiva,NA,NA,NA,NA,NA,NA,`Odori` pote es ance usada en modo liante a un ajetivo: `lo odori strana` sinifia ce lo ave un odor strana.,NA,NA,NA,NA,NA,la lete odori strana,NA,NA,NA,NA,NA,NA,NA,6120,NA
